-3.79722,0.00502915
-3.45188,0.0385088
-3.31253,0.106063
-3.2947,0.0261818
-3.17149,0.100802
-3.06751,0.179395
-3.03793,0.103084
-2.94735,0.187349
-2.87481,0.27332
-2.81927,0.359511
-2.83249,0.203266
-2.77076,0.293591
-2.72483,0.383367
-2.6923,0.471388
-2.72225,0.22767
-2.67058,0.322082
-2.63301,0.414967
-2.60796,0.505756
-2.59233,0.594028
-2.57372,0.358546
-2.54441,0.45419
-2.5254,0.546919
-2.51515,0.637069
-2.51055,0.725037
-2.51036,0.811644
-2.45847,0.49981
-2.44562,0.593891
-2.43923,0.684886
-2.43785,0.773672
-2.43884,0.861267
-2.44063,0.948553
-2.36791,0.644734
-2.36535,0.7357
-2.36583,0.824289
-2.36763,0.911538
-2.36865,0.998847
-2.36672,1.08713
-2.29284,0.697728
-2.29281,0.787312
-2.29463,0.874523
-2.29634,0.960518
-2.29575,1.04635
-2.29076,1.13347
-2.27872,1.2224
-2.22163,0.837509
-2.22402,0.922188
-2.22479,1.00556
-2.22204,1.08901
-2.21317,1.17339
-2.19663,1.25894
-2.17111,1.34506
-2.15383,0.964783
-2.15332,1.04455
-2.14762,1.12438
-2.13505,1.20503
-2.11438,1.28607
-2.0841,1.36677
-2.04256,1.4465
-2.08207,1.07537
-2.07346,1.15112
-2.05765,1.22707
-2.0333,1.30259
-1.99899,1.37722
-1.95249,1.44913
-1.89208,1.51726
-1.81589,1.57743
-2.00092,1.16808
-1.9825,1.23842
-1.95542,1.30793
-1.91753,1.37513
-1.8672,1.43929
-1.8022,1.49673
-1.722,1.54592
-1.62658,1.58116
-1.91185,1.23865
-1.88257,1.30112
-1.84232,1.36132
-1.78851,1.41604
-1.72029,1.46409
-1.63679,1.49996
-1.54022,1.52292
-1.43412,1.52993
-1.81744,1.28335
-1.77482,1.33535
-1.71859,1.38226
-1.64701,1.41875
-1.56144,1.44387
-1.46472,1.45402
-1.36049,1.4505
-1.25161,1.43188
-1.76112,1.25466
-1.71688,1.30044
-1.65722,1.33754
-1.58266,1.36482
-1.49532,1.37811
-1.39925,1.37841
-1.2977,1.36425
-1.19294,1.33609
-1.0875,1.29277
-1.66743,1.25634
-1.60388,1.28577
-1.52592,1.3022
-1.43801,1.30633
-1.34379,1.29661
-1.24582,1.27361
-1.14676,1.23632
-1.04865,1.18402
-0.953896,1.11533
-1.55652,1.22629
-1.47677,1.23424
-1.38988,1.22897
-1.2987,1.21114
-1.20603,1.17987
-1.11395,1.13468
-1.02479,1.07443
-0.941662,0.997373
-0.867528,0.903799
-0.805962,0.797205
-1.43597,1.16134
-1.35157,1.14867
-1.26529,1.12342
-1.17925,1.08534
-1.09569,1.03354
-1.01742,0.966406
-0.946822,0.88352
-0.887114,0.786567
-0.837166,0.679532
-0.797611,0.564449
-1.32455,1.06697
-1.24455,1.036
-1.16659,0.992644
-1.09319,0.935439
-1.02612,0.86324
-0.968266,0.77593
-0.918969,0.676856
-0.87937,0.568231
-0.846919,0.45365
-0.821522,0.334504
-1.23749,0.951749
-1.16895,0.904472
-1.10541,0.842961
-1.04942,0.765292
-1.00077,0.67418
-0.961129,0.572012
-0.928306,0.462306
-0.902432,0.346851
-0.880866,0.228506
-0.862661,0.108662
-1.1847,0.822682
-1.13057,0.754655
-1.08257,0.671504
-1.04289,0.575794
-1.00969,0.470963
-0.983341,0.359198
-0.961359,0.243326
-0.942853,0.125032
-0.9258,0.00652153
-0.908644,-0.110514
-1.21172,0.744017
-1.16438,0.668828
-1.12465,0.579576
-1.09108,0.47962
-1.06425,0.371546
-1.04185,0.258147
-1.02305,0.141402
-1.00587,0.0234607
-0.988778,-0.0938627
-0.970112,-0.208538
-0.948169,-0.318484
-1.20641,0.583357
-1.17247,0.488277
-1.14516,0.383893
-1.12234,0.272968
-1.10324,0.157772
-1.08595,0.0403998
-1.06891,-0.0772115
-1.0505,-0.193138
-1.02895,-0.305318
-1.00285,-0.411511
-0.97102,-0.509112
-0.932499,-0.595203
-1.22607,0.39624
-1.20284,0.287789
-1.18343,0.174141
-1.16602,0.0573389
-1.14905,-0.0605604
-1.13088,-0.177738
-1.10973,-0.292152
-1.0841,-0.401687
-1.0527,-0.503905
-1.01434,-0.596008
-0.969406,-0.674997
-0.917734,-0.737861
-1.26362,0.190511
-1.2461,0.0742781
-1.22918,-0.0439092
-1.21126,-0.162338
-1.19051,-0.278986
-1.16536,-0.391863
-1.13438,-0.498698
-1.09618,-0.596812
-1.05082,-0.68344
-0.997666,-0.755454
-0.939747,-0.810909
-0.876511,-0.850631
-1.30932,-0.0272581
-1.29165,-0.146938
-1.27129,-0.26582
-1.24661,-0.382039
-1.21606,-0.493491
-1.17803,-0.597617
-1.13222,-0.691884
-1.0776,-0.773047
-1.01661,-0.839043
-0.948674,-0.889249
-0.87777,-0.926882
-0.804123,-0.951113
-1.35207,-0.252654
-1.32787,-0.372216
-1.29774,-0.488284
-1.25987,-0.598421
-1.21363,-0.700327
-1.15753,-0.79064
-1.09347,-0.867176
-1.02084,-0.927866
-0.944183,-0.974716
-0.863922,-1.007
-0.784355,-1.0266
-0.706926,-1.03227
-1.37942,-0.483077
-1.34171,-0.599226
-1.29504,-0.708771
-1.23747,-0.808234
-1.17032,-0.895309
-1.093,-0.966484
-1.0106,-1.02255
-0.923721,-1.06288
-0.83678,-1.08945
-0.751154,-1.10113
-0.670663,-1.0995
-0.598064,-1.08409
-1.42355,-0.60003
-1.37645,-0.717214
-1.3174,-0.825827
-1.24718,-0.923442
-1.16516,-1.0051
-1.07701,-1.07038
-0.98352,-1.11876
-0.889206,-1.1523
-0.795382,-1.17
-0.705746,-1.17345
-0.622917,-1.16207
-0.550558,-1.13775
-0.491733,-1.10198
-0.445736,-1.05774
-1.39733,-0.84342
-1.32404,-0.951576
-1.23732,-1.04372
-1.14342,-1.11822
-1.04332,-1.17464
-0.941631,-1.21516
-0.83961,-1.23887
-0.74083,-1.24739
-0.647769,-1.24006
-0.563941,-1.2185
-0.492459,-1.18383
-0.433727,-1.1387
-0.385646,-1.08623
-0.347749,-1.02794
-1.30949,-1.08234
-1.20984,-1.16605
-1.10312,-1.23053
-0.994057,-1.27801
-0.883838,-1.30773
-0.775913,-1.32134
-0.672622,-1.31804
-0.577324,-1.29924
-0.493184,-1.26567
-0.421718,-1.21966
-0.362039,-1.1646
-0.313762,-1.1024
-0.276436,-1.03641
-0.25101,-0.967612
-1.16292,-1.28641
-1.04648,-1.34086
-0.928066,-1.3766
-0.810996,-1.39529
-0.697475,-1.39602
-0.590707,-1.37999
-0.493909,-1.34751
-0.409709,-1.30062
-0.338433,-1.24297
-0.279774,-1.17685
-0.233199,-1.1059
-0.199473,-1.03119
-0.177985,-0.956779
-0.170489,-0.883829
-0.972294,-1.44547
-0.84608,-1.46923
-0.722327,-1.474
-0.60409,-1.46073
-0.494635,-1.42936
-0.397701,-1.38158
-0.314826,-1.32134
-0.245787,-1.25131
-0.189962,-1.17539
-0.147937,-1.09478
-0.118977,-1.0135
-0.1048,-0.932653
-0.103785,-0.85703
-0.1174,-0.788311
-0.74718,-1.55198
-0.617474,-1.54148
-0.49536,-1.5112
-0.385692,-1.46254
-0.291219,-1.3997
-0.211799,-1.32576
-0.146725,-1.24489
-0.0964007,-1.15836
-0.0599687,-1.07021
-0.0391109,-0.981477
-0.032213,-0.896731
-0.0409911,-0.817645
-0.0610011,-0.744937
-0.0906698,-0.674125
-0.496086,-1.59304
-0.373683,-1.5435
-0.267613,-1.47807
-0.177811,-1.40022
-0.103488,-1.31438
-0.0448643,-1.22194
-0.000960525,-1.12693
0.0265779,-1.0303
0.0393594,-0.936432
0.0354174,-0.84698
0.0186617,-0.763716
-0.00936241,-0.6835
-0.045019,-0.604175
-0.0877055,-0.523873
-0.135998,-0.441259
-0.361674,-1.62446
-0.244006,-1.55644
-0.143824,-1.47468
-0.0602513,-1.38388
0.00667211,-1.28553
0.0580477,-1.18365
0.0922668,-1.07912
0.110932,-0.976134
0.111826,-0.876315
0.0983244,-0.782494
