-3.95854,-0.00178446
-3.82294,-0.00646486
-3.69536,-0.00696197
-3.57544,-0.00342816
-3.46281,0.00399218
-3.35709,0.0151633
-3.25791,0.0299582
-3.16492,0.0482581
-3.07778,0.06995
-2.99618,0.0949231
-2.91981,0.123062
-2.84842,0.15424
-2.78176,0.188309
-2.71962,0.225091
-2.66181,0.264373
-2.60813,0.305904
-2.55837,0.349398
-2.51232,0.394543
-2.46972,0.441004
-2.43032,0.488442
-2.39381,0.536518
-2.35988,0.584898
-2.3282,0.633263
-2.29842,0.681306
-2.27023,0.728731
-2.24328,0.775254
-2.21725,0.820604
-2.19185,0.864518
-2.1668,0.906746
-2.14183,0.947057
-2.11671,0.985243
-2.09123,1.02114
-2.06507,1.05483
-2.03801,1.0864
-2.01011,1.11573
-1.98153,1.14257
-1.95242,1.16672
-1.92296,1.18803
-1.89331,1.20635
-1.86361,1.22164
-1.83394,1.23387
-1.80431,1.24308
-1.7746,1.24932
-1.74459,1.25262
-1.71395,1.25295
-1.68225,1.25013
-1.64892,1.24388
-1.61333,1.23375
-1.57574,1.21957
-1.53693,1.20138
-1.49772,1.17935
-1.45886,1.15372
-1.42107,1.1248
-1.385,1.09291
-1.35127,1.05846
-1.32042,1.02186
-1.29296,0.983553
-1.26931,0.943974
-1.24977,0.903573
-1.23448,0.862508
-1.22314,0.819824
-1.2152,0.774159
-1.21053,0.72509
-1.20908,0.672607
-1.21077,0.616844
-1.21547,0.558024
-1.22298,0.496411
-1.23303,0.432284
-1.24532,0.365919
-1.25951,0.297576
-1.27523,0.227495
-1.29208,0.155891
-1.30968,0.0829539
-1.32759,0.00883449
-1.34539,-0.0663547
-1.36261,-0.14252
-1.3788,-0.219592
-1.39343,-0.297534
-1.40599,-0.376339
-1.4159,-0.45603
-1.42251,-0.536644
-1.42511,-0.61822
-1.42288,-0.70076
-1.41492,-0.784179
-1.40023,-0.868233
-1.37782,-0.952355
-1.34715,-1.03505
-1.30888,-1.11424
-1.26385,-1.18905
-1.21267,-1.25921
-1.15585,-1.3245
-1.09382,-1.38467
-1.02693,-1.43944
-0.955493,-1.48848
-0.879759,-1.53138
-0.799966,-1.56765
-0.716363,-1.59668
-0.629253,-1.61775
-0.539102,-1.63002
-0.447147,-1.63264
-0.355829,-1.62549
-0.266711,-1.60927
-0.180331,-1.58473
-0.0970876,-1.55251
-0.0173057,-1.51317
0.0587144,-1.46715
0.130664,-1.41481
0.198198,-1.3564
0.260916,-1.29213
0.318336,-1.22214
0.369884,-1.14656
0.414858,-1.06554
0.452301,-0.979756
0.481273,-0.891536
0.501999,-0.80307
0.515502,-0.715104
0.522839,-0.628058
0.525003,-0.54214
0.522887,-0.457432
0.517285,-0.373952
0.508902,-0.291703
0.498372,-0.210693
0.486273,-0.130959
0.473142,-0.052569
0.459485,0.0243696
0.445782,0.0997109
0.432494,0.173268
0.420058,0.244812
0.40889,0.31407
0.399378,0.380724
0.391869,0.444413
0.38666,0.50473
0.383975,0.561234
0.383946,0.613468
0.386585,0.660989
0.391769,0.703425
0.399235,0.740561
0.408626,0.772445
0.419631,0.799622
0.432621,0.824328
0.44847,0.848772
0.467156,0.872699
0.488436,0.895605
0.511942,0.916972
0.53719,0.936311
0.5636,0.95319
0.590519,0.967262
0.61724,0.978292
0.643042,0.98618
0.667235,0.99098
0.689231,0.992912
0.70863,0.992345
0.726703,0.989729
0.746235,0.984962
0.767392,0.97771
0.78976,0.967755
0.812762,0.955021
0.835744,0.939588
0.858027,0.921686
0.87896,0.901675
0.897946,0.880033
0.914479,0.857325
0.928165,0.834185
0.938754,0.811276
0.946157,0.78924
0.950924,0.767475
0.954235,0.74258
0.956111,0.713024
0.956197,0.678333
0.954142,0.638432
0.9497,0.593495
0.942762,0.543832
0.933351,0.489821
0.921606,0.431845
0.907755,0.37027
0.892096,0.305421
0.874978,0.237576
0.856793,0.166964
0.837963,0.0937593
0.818927,0.0180881
0.800138,-0.0599765
0.782078,-0.140417
0.765276,-0.223276
0.750318,-0.308654
0.73787,-0.396707
0.728705,-0.48763
0.723734,-0.58163
0.724039,-0.67887
0.730893,-0.779381
0.745741,-0.882941
0.77013,-0.988921
0.805276,-1.09558
